equipment_event_id,depot_id,loading_position_id,equipment_category,component_name,status,event_timestamp,resolved_timestamp,flow_impact_pct,operational_notes
EQ-000355,nakuru,NKR-P02,LOADING_SYSTEM,Loading Arm Swivel Joint,UNAVAILABLE,2026-08-31 13:00:00,2026-09-01 00:00:00,100,Loading Arm Swivel Joint offline for maintenance
EQ-000356,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-09-01 14:00:00,,0,Nominal operating telemetry
EQ-000357,nakuru,NKR-P01,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-09-02 17:00:00,,0,Nominal operating telemetry
EQ-000358,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-09-03 17:00:00,,0,Nominal operating telemetry
EQ-000359,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,DEGRADED,2026-09-04 13:00:00,2026-09-04 23:00:00,10,Gross Weighbridge Transducer calibration offset detected
EQ-000360,nakuru,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-09-04 21:00:00,,0,Nominal operating telemetry
EQ-000361,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-09-05 14:00:00,,0,Nominal operating telemetry
EQ-000362,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-06 16:00:00,,0,Nominal operating telemetry
EQ-000363,nakuru,NKR-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-09-07 08:00:00,,0,Nominal operating telemetry
EQ-000364,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-08 08:00:00,,0,Nominal operating telemetry
EQ-000365,nakuru,NKR-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-09-09 04:00:00,,0,Nominal operating telemetry
EQ-000366,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-09-09 23:00:00,,0,Nominal operating telemetry
EQ-000367,nakuru,NKR-P01,METERING,Digital Batch Controller,HEALTHY,2026-09-10 09:00:00,,0,Nominal operating telemetry
EQ-000368,nakuru,NKR-P01,LOADING_SYSTEM,Emergency Breakaway Coupler,DEGRADED,2026-09-11 11:00:00,2026-09-11 23:00:00,21,Emergency Breakaway Coupler calibration offset detected
EQ-000369,nakuru,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-09-12 10:00:00,,0,Nominal operating telemetry
EQ-000370,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-13 06:00:00,,0,Nominal operating telemetry
EQ-000371,nakuru,NKR-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-09-14 01:00:00,,0,Nominal operating telemetry
EQ-000372,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-09-15 00:00:00,,0,Nominal operating telemetry
EQ-000373,nakuru,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-09-16 03:00:00,,0,Nominal operating telemetry
EQ-000374,eldoret,ELD-P06,METERING,Flow Meter Temperature RTD,HEALTHY,2026-06-11 17:00:00,,0,Nominal operating telemetry
EQ-000375,eldoret,ELD-P05,METERING,Flow Meter Temperature RTD,HEALTHY,2026-06-12 05:00:00,,0,Nominal operating telemetry
EQ-000376,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-06-13 09:00:00,,0,Nominal operating telemetry
EQ-000377,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-06-14 08:00:00,,0,Nominal operating telemetry
EQ-000378,eldoret,ELD-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-06-15 10:00:00,,0,Nominal operating telemetry
EQ-000379,eldoret,ELD-P06,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-06-16 11:00:00,,0,Nominal operating telemetry
EQ-000380,eldoret,ELD-P01,LOADING_SYSTEM,Emergency Breakaway Coupler,UNAVAILABLE,2026-06-17 00:00:00,2026-06-17 04:00:00,100,Emergency Breakaway Coupler offline for maintenance
EQ-000381,eldoret,ELD-P03,LOADING_SYSTEM,Emergency Breakaway Coupler,UNAVAILABLE,2026-06-18 01:00:00,2026-06-18 12:00:00,100,Emergency Breakaway Coupler offline for maintenance
EQ-000382,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-18 11:00:00,,0,Nominal operating telemetry
EQ-000383,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-06-18 19:00:00,,0,Nominal operating telemetry
EQ-000384,eldoret,ELD-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-06-19 04:00:00,,0,Nominal operating telemetry
EQ-000385,eldoret,ELD-P01,METERING,Flow Meter Temperature RTD,HEALTHY,2026-06-20 07:00:00,,0,Nominal operating telemetry
EQ-000386,eldoret,ELD-P04,METERING,Digital Batch Controller,HEALTHY,2026-06-21 02:00:00,,0,Nominal operating telemetry
EQ-000387,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-06-22 04:00:00,,0,Nominal operating telemetry
EQ-000388,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-06-22 20:00:00,,0,Nominal operating telemetry
EQ-000389,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-06-23 21:00:00,,0,Nominal operating telemetry
EQ-000390,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,UNAVAILABLE,2026-06-24 19:00:00,2026-06-25 08:00:00,100,Emergency Shut-Down Loop offline for maintenance
EQ-000391,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-25 12:00:00,,0,Nominal operating telemetry
EQ-000392,eldoret,ELD-P04,METERING,Digital Batch Controller,HEALTHY,2026-06-26 09:00:00,,0,Nominal operating telemetry
EQ-000393,eldoret,ELD-P02,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-06-26 23:00:00,,0,Nominal operating telemetry
EQ-000394,eldoret,ELD-P05,METERING,Digital Batch Controller,HEALTHY,2026-06-27 11:00:00,,0,Nominal operating telemetry
EQ-000395,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-06-28 14:00:00,,0,Nominal operating telemetry
EQ-000396,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-06-28 23:00:00,,0,Nominal operating telemetry
EQ-000397,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-06-30 02:00:00,,0,Nominal operating telemetry
EQ-000398,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,UNAVAILABLE,2026-06-30 12:00:00,2026-06-30 20:00:00,100,Redundant DCS PLC Gateway offline for maintenance
EQ-000399,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-07-01 06:00:00,,0,Nominal operating telemetry
EQ-000400,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,DEGRADED,2026-07-01 16:00:00,2026-07-01 20:00:00,11,Redundant DCS PLC Gateway calibration offset detected
EQ-000401,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-02 04:00:00,,0,Nominal operating telemetry
EQ-000402,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-03 08:00:00,,0,Nominal operating telemetry
EQ-000403,eldoret,ELD-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-04 06:00:00,,0,Nominal operating telemetry
EQ-000404,eldoret,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-04 20:00:00,,0,Nominal operating telemetry
EQ-000405,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-05 19:00:00,,0,Nominal operating telemetry
EQ-000406,eldoret,ELD-P02,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-06 16:00:00,,0,Nominal operating telemetry
EQ-000407,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-07 17:00:00,,0,Nominal operating telemetry
EQ-000408,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,DEGRADED,2026-07-08 12:00:00,2026-07-08 15:00:00,12,Smart RFID Barrier Gate calibration offset detected
EQ-000409,eldoret,ELD-P04,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-07-09 05:00:00,,0,Nominal operating telemetry
EQ-000410,eldoret,ELD-P03,METERING,Digital Batch Controller,HEALTHY,2026-07-09 19:00:00,,0,Nominal operating telemetry
EQ-000411,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-10 19:00:00,,0,Nominal operating telemetry
EQ-000412,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-11 19:00:00,,0,Nominal operating telemetry
EQ-000413,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-12 03:00:00,,0,Nominal operating telemetry
EQ-000414,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-12 15:00:00,,0,Nominal operating telemetry
EQ-000415,eldoret,ELD-P04,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-07-13 01:00:00,,0,Nominal operating telemetry
EQ-000416,eldoret,ELD-P05,METERING,Digital Batch Controller,HEALTHY,2026-07-14 00:00:00,,0,Nominal operating telemetry
EQ-000417,eldoret,ELD-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-14 20:00:00,,0,Nominal operating telemetry
EQ-000418,eldoret,ELD-P01,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-15 06:00:00,,0,Nominal operating telemetry
EQ-000419,eldoret,ELD-P03,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-16 06:00:00,,0,Nominal operating telemetry
EQ-000420,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-16 15:00:00,,0,Nominal operating telemetry
EQ-000421,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-17 12:00:00,,0,Nominal operating telemetry
EQ-000422,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,DEGRADED,2026-07-18 00:00:00,2026-07-18 11:00:00,24,Additive Injection Pump Line calibration offset detected
EQ-000423,eldoret,ELD-P04,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-19 04:00:00,,0,Nominal operating telemetry
EQ-000424,eldoret,ELD-P06,METERING,Digital Batch Controller,HEALTHY,2026-07-20 00:00:00,,0,Nominal operating telemetry
EQ-000425,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-21 03:00:00,,0,Nominal operating telemetry
EQ-000426,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-07-21 18:00:00,,0,Nominal operating telemetry
EQ-000427,eldoret,ELD-P01,METERING,Digital Batch Controller,HEALTHY,2026-07-22 18:00:00,,0,Nominal operating telemetry
EQ-000428,eldoret,ELD-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-23 04:00:00,,0,Nominal operating telemetry
EQ-000429,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-23 16:00:00,,0,Nominal operating telemetry
EQ-000430,eldoret,ELD-P05,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-24 12:00:00,,0,Nominal operating telemetry
EQ-000431,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-25 15:00:00,,0,Nominal operating telemetry
EQ-000432,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-26 13:00:00,,0,Nominal operating telemetry
EQ-000433,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-27 06:00:00,,0,Nominal operating telemetry
EQ-000434,eldoret,ELD-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,DEGRADED,2026-07-27 23:00:00,2026-07-28 08:00:00,16,Loading Arm Swivel Joint calibration offset detected
EQ-000435,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-28 21:00:00,,0,Nominal operating telemetry
EQ-000436,eldoret,ELD-P06,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-07-29 15:00:00,,0,Nominal operating telemetry
EQ-000437,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-30 17:00:00,,0,Nominal operating telemetry
EQ-000438,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-31 12:00:00,,0,Nominal operating telemetry
EQ-000439,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-01 09:00:00,,0,Nominal operating telemetry
EQ-000440,eldoret,ELD-P06,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-08-01 20:00:00,,0,Nominal operating telemetry
EQ-000441,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-02 13:00:00,,0,Nominal operating telemetry
EQ-000442,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,UNAVAILABLE,2026-08-03 07:00:00,2026-08-03 20:00:00,100,OPC-UA Interface Bridge offline for maintenance
EQ-000443,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-04 11:00:00,,0,Nominal operating telemetry
EQ-000444,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-05 10:00:00,,0,Nominal operating telemetry
EQ-000445,eldoret,ELD-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-06 02:00:00,,0,Nominal operating telemetry
EQ-000446,eldoret,ELD-P05,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-07 05:00:00,,0,Nominal operating telemetry
EQ-000447,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-08 06:00:00,,0,Nominal operating telemetry
EQ-000448,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-09 03:00:00,,0,Nominal operating telemetry
EQ-000449,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-09 23:00:00,,0,Nominal operating telemetry
EQ-000450,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-11 00:00:00,,0,Nominal operating telemetry
EQ-000451,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-11 12:00:00,,0,Nominal operating telemetry
EQ-000452,eldoret,ELD-P05,METERING,Digital Batch Controller,HEALTHY,2026-08-12 08:00:00,,0,Nominal operating telemetry
EQ-000453,eldoret,,GATE_SCALE,Gross Weighbridge Transducer,UNAVAILABLE,2026-08-12 20:00:00,2026-08-13 07:00:00,100,Gross Weighbridge Transducer offline for maintenance
EQ-000454,eldoret,ELD-P06,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-13 08:00:00,,0,Nominal operating telemetry
EQ-000455,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-13 21:00:00,,0,Nominal operating telemetry
EQ-000456,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-08-14 14:00:00,,0,Nominal operating telemetry
EQ-000457,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,DEGRADED,2026-08-14 22:00:00,2026-08-15 07:00:00,25,Static Earth Monitoring Reel calibration offset detected
EQ-000458,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-15 15:00:00,,0,Nominal operating telemetry
EQ-000459,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-16 11:00:00,,0,Nominal operating telemetry
EQ-000460,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,UNAVAILABLE,2026-08-17 09:00:00,2026-08-17 21:00:00,100,Vapor Recovery Compressor offline for maintenance
EQ-000461,eldoret,ELD-P05,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-18 02:00:00,,0,Nominal operating telemetry
EQ-000462,eldoret,ELD-P04,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-18 18:00:00,,0,Nominal operating telemetry
EQ-000463,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-19 22:00:00,,0,Nominal operating telemetry
EQ-000464,eldoret,ELD-P01,METERING,Digital Batch Controller,HEALTHY,2026-08-20 07:00:00,,0,Nominal operating telemetry
EQ-000465,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-20 20:00:00,,0,Nominal operating telemetry
EQ-000466,eldoret,ELD-P03,METERING,Coriolis Mass-Flow Meter,DEGRADED,2026-08-21 14:00:00,2026-08-22 04:00:00,15,Coriolis Mass-Flow Meter calibration offset detected
EQ-000467,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-22 16:00:00,,0,Nominal operating telemetry
EQ-000468,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-08-23 09:00:00,,0,Nominal operating telemetry
EQ-000469,eldoret,,GATE_SCALE,Gross Weighbridge Transducer,UNAVAILABLE,2026-08-23 23:00:00,2026-08-24 03:00:00,100,Gross Weighbridge Transducer offline for maintenance
EQ-000470,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-24 22:00:00,,0,Nominal operating telemetry
EQ-000471,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-25 23:00:00,,0,Nominal operating telemetry
EQ-000472,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-26 11:00:00,,0,Nominal operating telemetry
EQ-000473,eldoret,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-08-26 19:00:00,,0,Nominal operating telemetry
EQ-000474,eldoret,,GATE_SCALE,Gross Weighbridge Transducer,DEGRADED,2026-08-27 04:00:00,2026-08-27 13:00:00,19,Gross Weighbridge Transducer calibration offset detected
EQ-000475,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-27 22:00:00,,0,Nominal operating telemetry
EQ-000476,eldoret,ELD-P03,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-28 12:00:00,,0,Nominal operating telemetry
EQ-000477,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-29 12:00:00,,0,Nominal operating telemetry
EQ-000478,eldoret,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-30 16:00:00,,0,Nominal operating telemetry
EQ-000479,eldoret,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-31 04:00:00,,0,Nominal operating telemetry
EQ-000480,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-31 18:00:00,,0,Nominal operating telemetry
EQ-000481,eldoret,ELD-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-09-01 13:00:00,,0,Nominal operating telemetry
EQ-000482,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,UNAVAILABLE,2026-09-02 11:00:00,2026-09-02 20:00:00,100,Vapor Recovery Compressor offline for maintenance
EQ-000483,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-03 06:00:00,,0,Nominal operating telemetry
EQ-000484,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,UNAVAILABLE,2026-09-03 17:00:00,2026-09-03 20:00:00,100,Vapor Recovery Compressor offline for maintenance
EQ-000485,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,UNAVAILABLE,2026-09-04 13:00:00,2026-09-04 16:00:00,100,Smart RFID Barrier Gate offline for maintenance
EQ-000486,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-09-05 06:00:00,,0,Nominal operating telemetry
EQ-000487,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-06 05:00:00,,0,Nominal operating telemetry
EQ-000488,eldoret,ELD-P05,METERING,Flow Meter Temperature RTD,HEALTHY,2026-09-06 13:00:00,,0,Nominal operating telemetry
EQ-000489,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-09-07 01:00:00,,0,Nominal operating telemetry
EQ-000490,eldoret,,GATE_SCALE,Gross Weighbridge Transducer,UNAVAILABLE,2026-09-08 02:00:00,2026-09-08 05:00:00,100,Gross Weighbridge Transducer offline for maintenance
EQ-000491,eldoret,ELD-P05,METERING,Flow Meter Temperature RTD,HEALTHY,2026-09-08 16:00:00,,0,Nominal operating telemetry
EQ-000492,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-09-09 09:00:00,,0,Nominal operating telemetry
EQ-000493,eldoret,ELD-P01,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-09-10 01:00:00,,0,Nominal operating telemetry
EQ-000494,eldoret,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-10 12:00:00,,0,Nominal operating telemetry
EQ-000495,eldoret,ELD-P06,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-09-11 09:00:00,,0,Nominal operating telemetry
EQ-000496,eldoret,ELD-P05,METERING,Flow Meter Temperature RTD,HEALTHY,2026-09-11 19:00:00,,0,Nominal operating telemetry
EQ-000497,eldoret,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-09-12 15:00:00,,0,Nominal operating telemetry
EQ-000498,eldoret,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-13 18:00:00,,0,Nominal operating telemetry
EQ-000499,eldoret,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-09-14 10:00:00,,0,Nominal operating telemetry
EQ-000500,eldoret,,GATE_SCALE,Tare Weighbridge Loadcell Platform,UNAVAILABLE,2026-09-15 06:00:00,2026-09-15 20:00:00,100,Tare Weighbridge Loadcell Platform offline for maintenance
EQ-000501,eldoret,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-09-16 05:00:00,,0,Nominal operating telemetry
EQ-000502,kisumu,KSM-P02,METERING,Digital Batch Controller,HEALTHY,2026-06-11 14:00:00,,0,Nominal operating telemetry
EQ-000503,kisumu,KSM-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-06-12 01:00:00,,0,Nominal operating telemetry
EQ-000504,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-06-13 05:00:00,,0,Nominal operating telemetry
EQ-000505,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,DEGRADED,2026-06-13 20:00:00,2026-06-13 23:00:00,18,Additive Injection Pump Line calibration offset detected
EQ-000506,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-06-14 09:00:00,,0,Nominal operating telemetry
EQ-000507,kisumu,KSM-P04,METERING,Flow Meter Temperature RTD,UNAVAILABLE,2026-06-14 19:00:00,2026-06-15 06:00:00,100,Flow Meter Temperature RTD offline for maintenance
EQ-000508,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-06-15 03:00:00,,0,Nominal operating telemetry
EQ-000509,kisumu,KSM-P03,METERING,Digital Batch Controller,HEALTHY,2026-06-16 04:00:00,,0,Nominal operating telemetry
EQ-000510,kisumu,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-06-16 22:00:00,,0,Nominal operating telemetry
EQ-000511,kisumu,KSM-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-06-17 18:00:00,,0,Nominal operating telemetry
EQ-000512,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-06-18 21:00:00,,0,Nominal operating telemetry
EQ-000513,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-06-19 18:00:00,,0,Nominal operating telemetry
EQ-000514,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-06-20 17:00:00,,0,Nominal operating telemetry
EQ-000515,kisumu,KSM-P04,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-06-21 05:00:00,,0,Nominal operating telemetry
EQ-000516,kisumu,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-22 08:00:00,,0,Nominal operating telemetry
EQ-000517,kisumu,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-22 18:00:00,,0,Nominal operating telemetry
EQ-000518,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-06-23 09:00:00,,0,Nominal operating telemetry
EQ-000519,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-06-23 22:00:00,,0,Nominal operating telemetry
EQ-000520,kisumu,KSM-P04,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-06-24 19:00:00,,0,Nominal operating telemetry
EQ-000521,kisumu,KSM-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-06-25 04:00:00,,0,Nominal operating telemetry
EQ-000522,kisumu,KSM-P01,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-06-25 16:00:00,,0,Nominal operating telemetry
EQ-000523,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-06-26 14:00:00,,0,Nominal operating telemetry
EQ-000524,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-06-27 05:00:00,,0,Nominal operating telemetry
EQ-000525,kisumu,KSM-P04,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,UNAVAILABLE,2026-06-28 06:00:00,2026-06-28 12:00:00,100,Hydraulic Gantry Loading Arms offline for maintenance
EQ-000526,kisumu,KSM-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,DEGRADED,2026-06-29 00:00:00,2026-06-29 08:00:00,25,Hydraulic Gantry Loading Arms calibration offset detected
EQ-000527,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-06-29 11:00:00,,0,Nominal operating telemetry
EQ-000528,kisumu,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-06-30 14:00:00,,0,Nominal operating telemetry
EQ-000529,kisumu,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-01 02:00:00,,0,Nominal operating telemetry
EQ-000530,kisumu,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,DEGRADED,2026-07-02 04:00:00,2026-07-02 09:00:00,16,Static Earth Monitoring Reel calibration offset detected
EQ-000531,kisumu,,SCADA_CONTROL,OPC-UA Interface Bridge,UNAVAILABLE,2026-07-03 01:00:00,2026-07-03 15:00:00,100,OPC-UA Interface Bridge offline for maintenance
EQ-000532,kisumu,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-03 14:00:00,,0,Nominal operating telemetry
